Lp.,Nazwa własna,Telefon,Email,Charakter usług,Kategoria obiektu,Rodzaj obiektu,Adres
2727,IBIS BUDGET KRAKÓW BRONOWICE,(0 12)626-11-45,H6605@accor.com,stały,*,hotel,"30-150 Kraków, al. Armii Krajowej 11 A"
2728,PIAST,075/ 782 46 15,,stały,*,hotel,"59-600 Lwówek Śląski, ul. Jaśkiewicza 1"
2729,"""GARCZYN"" Ośrodek Szkoleniowo-Wypoczynkowy",0 - 58 686 -28,pss@hms.gda.pl,stały,*,hotel,"83-407 Łubiana, Garczyn"
2730,PROKOCIM,12 658-57-83,biuro@hotelprokocim.pl,stały,*,hotel,"30-820 Kraków, ul. Szara 20"
2731,EUROPA,0-44 683-29-26,hotel.europa@cze.pl,stały,*,hotel,"97-500 Radomsko, Reymonta 40"
2732,GLOBUS,32-210-40-17,globus@globustravel.pl,stały,*,hotel,"43-200 Pszczyna, Z. Nałkowskiej 17"
2733,POD DOBRYM ANIOŁEM,0-44 616-12-04,,stały,*,hotel,"97-300 Piotrków Trybunalski, Kleszcz 4"
2734,Kwant Hotel,673514625,hotelkwant@poczta.onet.pl,stały,*,hotel,"64-920 Piła, al.Powstańców Wlkp."
2735,THE WESTIN WARSAW,+48-22 450-80-0,warsaw@westin.com,sezonowy,*****,hotel,"00-854 Warszawa, Al. Jana Pawła II 21"
2736,LE REGINA,+48-22 531-60-0,info@leregina.com,sezonowy,*****,hotel,"00-218 Warszawa, Kościelna 12"
2737,Courtyard by Marriott Warsaw International Airport,+ 48 (0-22) 650,WCY@COURTYARD.COM,sezonowy,****,hotel,"00-906 Warszawa, Zwirki i Wigury 1"
2738,DIPSERVICE,+ 48 (0-22) 550,hotel@dipservice.com.pl,sezonowy,****,hotel,"02-954 Warszawa, Kubickiego 3 ; 21"
2739,HOTEL POLONIA PALACE,+48 (0-22) 31 8,PP.reservation@syrena.com.pl,sezonowy,****,hotel,"00-692 Warszawa, Al.Jerozolimskie 45"
2740,AMADEUS,32 45 47 211 do,recepcja@hotelamadeus.pl,sezonowy,****,hotel,"44-300 Wodzisław Śląski, Jastrzębska 9"
2741,JANUSZ,+ 48 (0-25) 633,,sezonowy,***,hotel,"08-110 Siedlce, Pusta 15"
2742,NA BŁONIACH,033 82-22-500,recepcja@hotelnabloniach.pl,sezonowy,***,hotel,"43-300 Bielsko-Biała, Pocztowa 39"
2743,KAMIENICA U PIETRZAKÓW,+ 48 (0-22) 799,u_pietrzaków@wp.pl,sezonowy,***,hotel,"05-220 Zielonka, Lipowa 20"
2744,PAŁAC WIŚNIEWSKI,32 381-00-20,recepcja@palac-wisniewski.pl,sezonowy,***,hotel,"41-940 Piekary Śląskie, Ks. Popiełuszki 13"
2745,TIMBERLAND,032-22-12-417,biuro@restauracja-timberland.pl,sezonowy,***,hotel,"43-180 Orzesze, Rybnicka 163"
2746,HOTEL IDEAL,+48 (0-22) 739,pruszkow@idealhotels.pl,sezonowy,***,hotel,"05-800 Pruszków, B. Prusa 1"
2747,VILLA PACOLDI,12 258-85-00,hotel@golf.krakow.pl,sezonowy,***,hotel,"32-063 Krzeszowice, Paczółtowice 328"
2748,CARSKIE KOSZARY,84-530 39 12,hotel@HotelCarskieKoszary.pl,sezonowy,***,hotel,"22-400 Zamość, Koszary 11"
2749,DE SILVA INN,323938888,katowice@desilva.pl,sezonowy,***,hotel,"42-625 Pyrzowice, Równoległa 2"
2750,DELTA IN,74/ 831-27-27,deltain@deltain.pl,sezonowy,***,hotel,"58-200 Dzierżoniów, Bielawska 14"
2751,KOTARZ,+48 33 85-56-99,recepcja@kotarz.com,sezonowy,***,hotel,"43-348 , Wyzwolenia 40"
2752,WITKOWSKI,+ 48 (0-22) 846,recepcja@hotelwitkowski.pl,sezonowy,***,hotel,"02-180 Warszawa, Al. Krakowska 131"
2753,"""ACTIVIA""",583508640,activia@activia.net.pl,sezonowy,***,hotel,"84-104 Jastrzębia Góra, Kisterów 12"
2754,"XXX'""QQQ",33 85-43-391,turystyka318070213@mailinator.com,sezonowy,***,hotel,"43-450 Abramów-Kolonia, xxx'""qqq"
2755,XXX,33 85-43-391,turystyka318070213@mailinator.com,sezonowy,***,hotel,"43-450 Abramów-Kolonia, xxx'""qqq"
2756,COLIBRA,+ 48 (0-22) 836,colibra@colibra.com.pl,sezonowy,***,hotel,"01-258 Warszawa, Wolska 191"
2757,EUROPEJSKI,+ 48 (0-48) 340,info@hoteleuropejski.radom.pl,sezonowy,***,hotel,"26-600 Radom, Słowackiego 11"
2758,PRZY RONDZIE,+ 48 (0-23) 674,morawy_s@wp.pl,sezonowy,***,hotel,"06-450 Glinojeck, Dreglin 40"
2759,KRASNODĘBSKI,+ 48 (0-25) 792,,sezonowy,**,hotel,"07-100 Węgrów, Gdańska 80"
2760,HETMAN,+ 48 (0-25) 644,,sezonowy,**,hotel,"08-103 Siedlce, Warszawska 133"
2761,"""NADMORSKI""",0-59 866 - 23,nadmorski@op.pl,sezonowy,**,hotel,"84-360 Łeba, Nadmorska 9"
2762,DĄBROWIAK,32 268-91-13,recepcja @ hoteldabrowiak.com.pl,sezonowy,**,hotel,"41-303 Dąbrowa Górnicza, Wybickiego 1"
2763,Hotel 1,+ 48 (0-24) 262,rezerwacja@hotel1.pl.,sezonowy,**,hotel,"09-400 Płock, Szopena 28"
2764,FUS,+ 48 (0-22) 721,RECEPCJA @HOTELFUS.PL.,sezonowy,**,hotel,"05-850 Ożarów Mazowiecki, Poznańska 250"
2765,HOTEL KSIĄŻĘ PONIATOWSKI,+ 48 (0-22) 757,,sezonowy,**,hotel,"05-552 Wólka Kosowska, Wąska 12 b"
2766,HOTEL GAJA,+ 48 (0-22) 665,gaja@gaja.waw.pl,sezonowy,**,hotel,"01-304 Warszawa, Połczyńska 126"
2767,HOTEL GROMAN,+ 48 (0-22) 720,hotel@groman.pl,sezonowy,**,hotel,"05-090 Sękocin Stary, Al. Krakowska 76"
2768,"""KLIPER""",58 674-34-50,kliper@bws-hotele.pl,sezonowy,**,hotel,"84-120 Chłapowo, Bulwar Żeromskiego 45"
2769,"""SPINAKER""",0-59 866-13-1,mirkpol1@op.pl,sezonowy,**,hotel,"84-360 Łeba, Turystyczna 5a"
2770,EUROHOTEL,+48 32 25-54-6,marketing@eurohotelkatowice.pl,sezonowy,**,hotel,"40-425 Katowice, Z. Nałkowskiej 10"
2771,HOTEL STUDENCKI BYDGOSKA,12 363-63-00,bydgoska@hotelestudenckie.pl,sezonowy,**,hotel,"30-056 Kraków, ul. Bydgoska 19"
2772,"TAWERNA ""MARINE STATE""","41/312-46-37, 5",biuro@marinestate.pl,sezonowy,**,hotel,"26-035 Chańcza, Chańcza 140"
2773,SATNICA WODNA,+ 48 (0-23) 692,info@dom.polonii.pultusk.pl,sezonowy,**,hotel,"06-100 Pułtusk, Podzamcze 39"
2774,OSTOJA,+ 48 (0-25) 685,,sezonowy,*,hotel,"08-440 Lipówki, Leśna 1"
2775,SARACEN,"94-3141022,510826800",recepcja@saracen-hotel.pl,sezonowy,*,hotel,"76-156 Dąbki, WIKLINOWA 2"
2776,Motel 2000,618134400,recepcja@motel2000.pl,stały,***,motel,"62-060 Stęszew, Kościańska"
2777,ZADOIL,(33) 877-36-73,stacja@zadoil.pl,stały,***,motel,"34-220 Maków Podhalański, Białka 552"
2778,EDEN,,,stały,***,motel,"64-130 Rydzyna, Dąbcze"
2779,MOTEL S5,523320106,motels5@wp.pl,stały,***,motel,"86-120 Zbrachlin, Zbrachlin 44"
2780,PORT 2000,683813946,port2000@port2000.pl,stały,***,motel,"66-018 Mostki, Mostki"
2781,PETRO,68 341-30-91,motelpetro@ta.pl,stały,***,motel,"66-235 Torzym, Kolonia Poręby 6"
2782,POLONEZ,(94) 358 32 78,polonez@polonez.pl,stały,***,motel,"78-125 Rymań, Koszalińska 13"
2783,RESTAURACJA 32 MOTEL,"91-3847345,509867075",recepcja@restauracja32motel.pl,stały,***,motel,"72-300 Gryfice, Trzygłowska 32"
2784,MOTEL ORLEN,413756085,prasmet@motelorlen.pl,stały,***,motel,"26-200 Końskie, Warszawska 49A"
2785,Duet,,,stały,***,motel,"62-066 Granowo, Poznańska 1"
2786,GOŚCINIEC ALICJA,068/ 385-58-27,adjor@poczta.wp.pl,stały,***,motel,"66-100 Krężoły, Wolsztyńska 30"
2787,ZŁOTA KARCZMA,(52)3814615,,stały,**,motel,"86-005 Białe Błota, Kruszyńska 3"
2788,MOTEL STACJA PALIW BP,"15644-67-92,6",bpsandomierz@wp.pl,stały,**,motel,"27-600 Sandomierz, Kwiatkowskiego 140"
2789,MOTEL STACJA PALIW BP,413024310,hotel-gorno@magtrans.eu,stały,**,motel,"26-008 Górno-Parcele, Górno"
2790,"""ENERGOPAL""",134437044,biuro@energopal.com.pl,stały,**,motel,"38-200 Jasło, Metzgera"
2791,ŁUŻYCKI,(075) 722-39-46,,stały,**,motel,"59-800 Lubań, Zgorzelecka 51"
2792,DB,(84) 686 76 20,moteldb2000@gmail.com,stały,**,motel,"23-400 Biłgoraj, ul. Włosiankarska 2"
2793,Onyks,,,stały,**,motel,"62-080 Tarnowo Podgórne, Owocowa 18"
2794,Motel Orion,672120266,,stały,**,motel,"64-920 Piła, Siemiaradzkiego 16"
2795,NA WIERZYNKA,(12) 278-36-14,motel@nawierzynka.pl,stały,**,motel,"32-020 Wieliczka, ul. Wierzynka 9"
2796,Motel Tomex-C,672843594,,stały,**,motel,"Czesła , Osiedle Cechowe 48"
2797,RESTAURACJA KAMYK,"413731050,6",restauracjakamyk@gmail.com,stały,**,motel,"26-242 Ruda Maleniecka, Ruda Maleniecka"
2798,MINI,(+48-22) 751-12,,stały,**,motel,"05-092 Łomianki, Wiosenna 30"
2799,Domino,077/4608305,,stały,**,motel,"49-100 Niemodlin, Opolska 54"
2800,TEXICANA,(68)385-45-15,Motel-Texicana.@ost.pl,stały,**,motel,"66-100 Kalsk, Kalsk 1 E"
2801,TOR KIELCE,41 303-16-60,tor-kielce@automobilklub.kielce.pl,stały,**,motel,"26-085 Ćmińsk, Ćmińsk Kościelny"
2802,Podróżnik,,biuro@motelpodroznik.com.pl,stały,**,motel,"63-000 Koszuty, Koszuty"
2803,BALLATON,486174804,restauracja@ballaton.pl,stały,**,motel,"26-500 Szydłowiec, chustki 64b"
2804,JUMAR,957422865,recepcja@moteljumar.pl,stały,**,motel,"66-300 Międzyrzecz, Waszkiewicza 69"
2805,SILVER,42 211-28-86,receocja@motelsilver.pl,stały,**,motel,"95-050 Konstantynów Łódzki, Łódzka 126"
2806,"""Róża Wiatrów""",566786466,,stały,**,motel,"87-123 Głogowo, brak"
2807,Comet,,,stały,**,motel,"62-081 Przeźmierowo, Rynkowa 138"
2808,ELITE,(075) 734-74-01,elite@bronimarkt.com.pl,stały,**,motel,"59-704 Bolesławiec, II Armii Wojska Polskiego 26"
2809,NAGŁOWICE,41 38-14-579,naglowice@gmail.com,stały,**,motel,"28-362 Nagłowice, Nagłowice 172 A"
2810,PINTAL,957263230,biuro@pintal.eu,stały,**,motel,"66-403 Wawrów, Oś. Bermudy 24F"
2811,"Motel ""MALWA""",(+48-22) 751-17,,stały,**,motel,"05-092 Łomianki, Wiślana 35 B"
2812,LEŚNE RUNO,+48 32 476 40 41,mszana@lesneruno.pl,stały,**,motel,"44-325 Mszana, Ks. Styry 21 / MOP Mszana Północ"
2813,ALA,517579993,alaxx91@gmail.com,stały,**,motel,"27-640 Klimontów, Słoneczna 1"
2814,ELMAR,"0-44 685-17-32,",motel-stobiecko@wp.pl,stały,**,motel,"97-561 Stobiecko Szlacheckie, p-ta Ładzice"
2815,XXI w,(61) 444 86 66,,stały,**,motel,"62-065 Grodzisk Wielkopolski, Poznańska 38b"
2816,MOTEL CHATA SKRZATA,523815113,hotelchataskrzata@gmail.com,stały,**,motel,"86-014 Kruszyn, Bydgoska 33"
2817,ZACISZE,86 216-52-53,,stały,**,motel,"18-421 Piątnica Poduchowna, Stawiskowska 51"
2818,Motel PINUS,081 750-12-03,motel-pinus@wp.pl,stały,**,motel,"20-258 Lublin, Łuszczów I 130A"
2819,ZAJAZD U BASI,68355-01-15,,stały,**,motel,"67-106 Otyń, Gawła 23"
2820,DELFIN,0-25 6835267,agnieszka_pawelec@poczta.fm,stały,**,motel,"08-455 Trojanów, MROKÓW"
2821,VICTORIA,(94) 342 62 00,motel-victoria@o2.pl,stały,**,motel,"75-736 Koszalin, ul. Gnieźnieńska 38A"
2822,PEK,(94) 35 11 019,biuro@pekkolobrzeg.pl,stały,**,motel,"78-100 Kołobrzeg, Toruńska 7"
2823,Inter-Bar-Motel,"052 3325736, 0",interbar@poczta.onet.pl,stały,**,motel,"86-134 , Świecka 34"
2824,118,068 327-01-18,recepcja@motel118.pl,stały,**,motel,"65-120 Zielona Góra, Aleja Zjednoczenia 118"
2825,Super-6,/0-17/ 221-82-,motel-super-6@wp.pl,stały,**,motel,"39-100 Ropczyce, W.Witosa 10"
2826,EURO MOTEL,(+48 22) 727-50,euromotel@euro-jaso.ig.pl,stały,**,motel,"05-532 Baniocha, Solec 157"
2827,ES,,,stały,**,motel,"63-604 Baranów, Baranów"
2828,Centrum Tenisowe i Odnowy Biolog,,,stały,**,motel,"62-035 Kórnik, Poznańska 5d"
2829,Za Miedzą,,,stały,**,motel,"63-600 Chojęcin-Szum, Chojęcin-Szum"
2830,A&B,,,stały,**,motel,"62-060 Stęszew, Narutowicza 2"
2831,MOTEL ZŁOTA KARCZMA,523814615,recepcja@zlotakarczma.pl,stały,**,motel,"86-005 Białe Błota, kruszyńska 3"
2832,"MOTEL ""BOCZÓW""",068 38-152-00,motel@polmaxsa.pl,stały,**,motel,"66-230 Boczów, brak"
2833,PEGAZ,166217995,pegaz@onet.pl,stały,**,motel,"37-500 Jarosław, 3-go Maja 94 c"
2834,NA ZBÓJECKIEJ,18 268-67-94,motel@zbojecka.region-rabka.pl,stały,**,motel,"34-713 Skawa, Skawa 466"
2835,motel SUBARU,-920,,stały,**,motel,"02-180 Warszawa, Al. Krakowska 151"
2836,Maria,7614510,,stały,**,motel,"62-860 Szałe, Kaliska 80"
2837,MIŚ,(14) 611-26-98,motelmis@wp.pl,stały,**,motel,"32-765 Rzezawa, Łazy 7"
2838,ZAJAZD CZORSZTYŃSKI,(0 18) 275-00-8,zajazd@czorsztynski.pl,stały,**,motel,"34-436 Maniowy, ul. Ks. Antoniego Siudy 4"
2839,ZAPIECEK,343506205,zlota_kaczka@op.pl,stały,*,motel,"46-325 Mirowszczyzna, MirowszcZyzna"
2840,LANCKORONA,603918849,info@lanckoronahotel.pl,stały,*,motel,"28-300 Skroniów, Skroniów 69c"
2841,"MOTEL ""POD STRZECHĄ""",177711635,karczma@info.pl,stały,*,motel,"36-007 Malawa, Malawa 6A"
2842,U REJA,665660557,naglowice@gmail.com,stały,*,motel,"28-362 Nagłowice, Nagłowice"
2843,"""MOTEL POD KOMINKIEM""",566229320,,stały,*,motel,"87-100 Brzoza, Leśna 3"
2844,Tosmotel,,,stały,*,motel,"63-000 Środa Wielkopolska, Brodowska 40"
2845,PŁOMYK,957583617,,stały,*,motel,"69-100 Kunowice, Zielona 2"
2846,KRÓLOWEJ JADWIGI,15 832-29-88,motelsandomierz@go3.pl,stały,*,motel,"27-600 Sandomierz, Krakowska 24"
2847,"""E. H. Lubańscy""",523325582,biuro@lubańscy.pl,stały,*,motel,"86-134 , brak"
2848,OBERŻA KNIEJA,515094885,info@oberzaknieja.ue,stały,*,motel,"98-320 Raducki Folwark, p-ta Osjaków"
2849,CLASIC,(12) 291-43-40,clasictour@op.pl,stały,*,motel,"32-020 Wieliczka, ul. Dembowskiego 60"
2850,LECH,(32) 627-82-47,biuro@motel-lech.pl,stały,*,motel,"32-546 Młoszowa, ul. Krakowska 130"
2851,BOGDANKA,172267169,biuro@motelbogdanka.com.pl,stały,*,motel,"37-100 Łańcut, Armii Krajowej 82"
2852,MOTEL GÓRNO,41 302-39-42,sp.gorno@rolmet.pl,stały,*,motel,"26-008 Górno, Górno 136"
2853,MILTON TRUSTEE,062-7858332,,stały,*,motel,"56-500 Syców, STRADOMIA WIERZCHNIA 21D"
2854,"""NA SKARPIE""",33-810-71-18,na-skarpie@wp.pl,stały,*,motel,"43-300 Bielsko-Biała, Czerwona 112"
2855,BUWITA,95/ 759-67-76,motel@buwita.pl,stały,*,motel,"69-110 Rzepin, Mickiewicza 70"
2856,Słowianin,,,stały,*,motel,"62-200 Gniezno, Modliszewo 8"
2857,"Motel ""DOBRUT""",,,stały,*,motel,"26-681 , m.Dobrut 20 A"
2858,BUKOWIECKI,0-42 614-38-75,info@bukowiecki.pl,stały,*,motel,"95-080 Tuszyn, Al. J.Pawła II 89"
2859,TAURUS,146258828,barstrzegocice@stan-taurus.com.pl,stały,*,motel,"39-220 Pilzno, bujnowskiego 60"
2860,POLONUS,"91-5610012,602153236",motelpolonus@op.pl,stały,*,motel,"73-110 Morzyczyn, Szczecińska 4"
2861,PETROMIL,"035/354 2090, 6",zmuda8355@wp.pl,stały,*,motel,"29-130 Lubachowy, Lubachowy"
2862,COPA CABANA,22 781-03-92,,stały,*,motel,"05-220 Zielonka, Marecka 51"
2863,Zajazd Stawisko,,,stały,*,motel,"64-920 Piła, Motylewska 3"
2864,HUZAR,446330932,,stały,*,motel,"26-242 Koliszowy, Koliszowy 109B"
2865,"""TRAMP""",3842644,,stały,*,motel,"89-200 Szubin, LWP 34"
2866,TRANS-MOTEL,0-43 842-80-90,trans-motel@post.pl,stały,*,motel,"98-300 Sieniec, p-ta Wieluń"
2867,Maria,,,stały,*,motel,"62-860 Szałe, Kaliska 80"
2868,INTERTANK,683293953,motelintertank@intertank.zgora.pl,stały,*,motel,"68-212 Trzebiel, Królów"
2869,LEŚNY ZAKĄTEK,609250850,,stały,*,motel,"95-001 Gieczno, Główna 53"
2870,MOTEL,609250850,,stały,*,motel,"95-001 Gieczno, Główna 53"
2871,ŁASUCH,0-43 842-34-34,motex@op.pl,stały,*,motel,"98-320 Kuźnica Strobińska, p-ta Osjaków"
2872,DRABEK,032-285-54-54,recepcja@motel-drabek.pl,stały,*,motel,"42-600 Tarnowskie Góry, Skośna 15"
2873,A-P,032/ 2260-434,motel.a-p@wp.pl,stały,*,motel,"43-190 Mikołów, Jasna 1-5"
2874,DERSŁAW,15 865-11-33,spolka.derslaw@wp.pl,stały,*,motel,"28-230 Połaniec, Ruszczańska 24"
2875,CHABROWY DWOREK,+48-46 861-54-,,sezonowy,***,motel,"96-515 Teresin, miejscowość - Seroki Wieś 138 A"
2876,ZODIAK,+ 48 (0-48) 613,,sezonowy,**,motel,"26-800 Białobrzegi, Radomska 18"
2877,COPA CABANA,+ 48 (0-22) 781,,sezonowy,*,motel,"05-220 Zielonka, Marecka 51"
2878,VILLA POLANICA,748136920,recepcja@villapolanica.pl,stały,****,pensjonat,"57-320 Polanica-Zdrój, MATUSZEWSKIEGO 8"
2879,VILLA PARK,774563508,hotel@villapark.opole.pl,stały,****,pensjonat,"45-625 Opole, Czogały 1"
2880,SĄDELSKI DWÓR,887131333,recepcjasadelskidwor@onet.eu,stały,****,pensjonat,"34-531 Murzasichle, ul. Budzowa 40d"
2881,LORIEN,748402355,,stały,****,pensjonat,"58-310 Szczawno-Zdrój, SIENKIEWICZA 14"
2882,SOLARIS,094/318-29-83,marketing@solaris.turystyka.pl,stały,****,pensjonat,"76-002 Łazy, Słoneczna 16"
2883,MARIA 5,18 201-59-12,info@mariazakopane.pl,stały,****,pensjonat,"34-501 Zakopane, ul. Podhalańska 3a"
2884,PENSJONAT WIOLETTA,297605351,biuro@pensjonatwioletta.pl,stały,****,pensjonat,"07-410 Ostrołęka, rolna 31"
2885,Willa Arkadia,,,stały,****,pensjonat,"61-312 Poznań, Spławie 48"
2886,ZAGÓRZANKA,( 18)331-16-96,biuro@zagorzanka.pl,stały,****,pensjonat,"34-730 Mszana Dolna, ul. Zarabie 27"
2887,PENSJONAT KAZIMIERSKI,818810822,rezerwacja@pensjonatkazimierski.eu,stały,****,pensjonat,"24-120 Kazimierz Dolny, Tyszkiewicza 38"
2888,ŁYSICA,413112062,rezerwacje@pensjonatlysica.pl,stały,****,pensjonat,"26-010 Święta Katarzyna, Kielecka"
2889,GABOREK,( 18) 262-67-10,recepcja@pensjonatgaborek.pl,stały,****,pensjonat,"33-380 Krynica-Zdrój, ul. Szkolna 7"
2890,PENSJONAT GREGOR,683290450,gregor@saunagregor.pl,stały,****,pensjonat,"65-261 Zielona Góra, Chmielna 16a"
2891,PENSJONAT STARY BROWAR,600017403,julanitka@interia.pl,stały,****,pensjonat,"89-200 Szubin, Browarna 10"
2892,LAWENDOWY ZDRÓJ,530-138-148,info@lawendowyzdroj.pl,stały,****,pensjonat,"28-100 Zbludowice, korczyńska 25"
2893,U Kota Wasyla,,,stały,****,pensjonat,"64-800 Chodzież, Buszczaka 10"
2894,VILLA ALINA MEDICAL&SPA,748667090,rezerwacje@willaalina.pl,stały,****,pensjonat,"57-320 Polanica-Zdrój, MATUSZEWSKIEGO 10"
2895,KLIMEK,(0 18)471-92-05,,stały,****,pensjonat,"33-370 Muszyna, Złockie 106"
2896,EKOSAMOTNIA ECO DREAM PENSION,(12) 431-74-55,kontakt@ekosamotnia.com,stały,****,pensjonat,"30-251 Kraków, ul. Żywiczna 10"
2897,CENTRUM KONFERENCYJNE KALINA,748110305,recepcja@ck-kalina.pl,stały,****,pensjonat,"57-540 Lądek-Zdrój, śWIERCZEWSKIEGO 25"
2898,DWÓR NA WOLICY,146769005,kontakt@dwornawolicy.pl,stały,****,pensjonat,"39-200 Dębica, Leśna 183"
2899,"""ORLIK"" MOUNTAIN RESORT AND SPA",18 542-13-82,kontakt@pensjonatorlik.pl,stały,****,pensjonat,"34-530 Bukowina Tatrzańska, ul. Tatrzańska 24A"
2900,FOLWARK WALENCJA,818821165,marketing@folwarkwalencja.pl,stały,***,pensjonat,"24-120 Kazimierz Dolny, Góry 16"
2901,TRANS,757173421,biuro@pensjonattrans.eu,stały,***,pensjonat,"58-580 Szklarska Poręba, TURYSTYCZNA 21"
2902,OGRODZISKO,033-855-36-32,ogrodzisko@nat.pl,stały,***,pensjonat,"43-460 Wisła, Malinka 8"
2903,TATRY,(18) 207-91-51,info@willatatry.pl,stały,***,pensjonat,"34-511 Kościelisko, ul. Nędzy Kubińca 182 A"
2904,POD BRZOZAMI,606121554,mariusz@podbrzozami.com,stały,***,pensjonat,"62-574 Grochowy Czwarte, grochowy"
2905,SEKUŁA,534828533,rezerwacje@pensjonatsekula.pl,stały,***,pensjonat,"34-530 Bukowina Tatrzańska, ul. Wierch Olczański 108"
2906,STEK,(12) 274-00-40,pensjonat@stek.com.pl,stały,***,pensjonat,"32-400 Myślenice, ul. Jordana 5"
2907,EDYTA,89-741-43-66,pensjonatedyta@poczta.fm,stały,***,pensjonat,"11-700 Mrągowo, Laskowa 10"
2908,BAJKOWY,412436140,pensjonatbajkowy@interia.pl,stały,***,pensjonat,"28-100 Busko-Zdrój, Bajkowa 19"
2909,"PENSJONAT ""TAŁTY""",87-421-63-98,kontakt@pensjonat-talty.pl,stały,***,pensjonat,"11-730 Tałty, 19"
2910,KAMIENICA PRZY BRAMIE,660857682,kamienicaprzybramie@gmail.com,stały,***,pensjonat,"27-500 Opatów, Kościuszki 14"
2911,ZAMEK DERSŁAWA,"41 378-85-47,",derslaw@busko.com.pl,stały,***,pensjonat,"28-100 Busko-Zdrój, Al. A. Mickiewicza 18"
2912,ZBÓJECKI DWÓR,(18)206-24-44,info@zbojeckidwor.pl,stały,***,pensjonat,"34-530 Bukowina Tatrzańska, ul. Wierch Olczański 18b"
2913,MAGDALENA,(075) 717-27-88,,stały,***,pensjonat,"58-580 Szklarska Poręba, Oficerska 2"
2914,KAPITAN,(074) 86-81-735,,stały,***,pensjonat,"57-320 Polanica-Zdrój, Górska 22"
2915,LIRA,(18) 540-91-31,recepcja@pensjonatlira.eu,stały,***,pensjonat,"33-380 Krynica-Zdrój, PIĘKNA 8"
2916,BANIA,18 265-41-63,bania@bania.com.pl,stały,***,pensjonat,"34-405 Białka Tatrzańska, ul. Środkowa 181"
2917,PENSJONAT U JACKA,89-523-91-26,info@ujacka.olsztyn.pl,stały,***,pensjonat,"10-190 Olsztyn, Wodna 1c"
2918,JANOSIK,(0 18) 200-06-9,pensjonat-janosik@02.pl,stały,***,pensjonat,"34-500 Zakopane, ul. Tetmajera 5"
2919,Żółty Domek,094/ 37 477 80,zoltydomek@zoltydomek.com,stały,***,pensjonat,"78-400 Szczecinek, Ordona 11"
2920,AKACJA,748662712,akacja@kudowa.pl,stały,***,pensjonat,"57-350 Kudowa-Zdrój, Kombatantów 5"
2921,KORONA,683550465,pensjonat-korona@wp.pl,stały,***,pensjonat,"67-100 Otyń, ul. M.Konopnickiej 43"
2922,WILLA JORDANÓWKA,18 275-05-55,przystan@jordan.pl,stały,***,pensjonat,"34-440 Kluszkowce, ul. Stylchyn 32"
2923,U ANI,18 201-47-74,u_ani@interia.pl,stały,***,pensjonat,"34-500 Zakopane, ul. Chłabówka 18 A"
2924,PENSJONAT DWOREK POLSKI,564951514,,stały,***,pensjonat,"87-326 Chojno, Chojno"
2925,NA WESOŁEJ,18 337-66-76,kontakt@nawesolej.pl,stały,***,pensjonat,"34-600 Limanowa, ul. Tarnowska 48"
2926,PENSJONAT POD JEMIOŁĄ,544163450,recepcja@pensjonatpodjemiola.pl,stały,***,pensjonat,"87-720 Ciechocinek, Widok 7"
2927,OLYMPIA,519525935,kontakt@pensjonatolympia.pl,stały,***,pensjonat,"58-563 Przesieka, KARKONOSKA 1"
2928,ZAGRODA KOŁODZIEJA,757757770,zagroda@kolodzieja.zgorzelec.pl,stały,***,pensjonat,"59-900 Zgorzelec, ALEJE LIPOWE 1"
2929,PALOMINO,757619560,,stały,***,pensjonat,"58-530 Ściegny, brak"
2930,PENSJONAT PATRYCJA,566219858,biuro@salapatrycja.pl,stały,***,pensjonat,"87-408 Świętosław, Świętosław 44"
2931,TOPORÓW,(18) 265-44-18,biuro@toporow.pl,stały,***,pensjonat,"34-405 Białka Tatrzańska, ul. Środkowa 167A"
2932,REYMONTÓWKA,(0 18)207-01-81,reymontowka@mipro.pl,stały,***,pensjonat,"34-511 Kościelisko, ul. Nędzy Kubińca 170"
2933,ORLA PERĆ,(0 18)201-11-30,recepcja@pensjonat-zakopane.pl,stały,***,pensjonat,"34-500 Zakopane, ul. Pardałówka 14"
2934,PENSJONAT WINNICA,566598424,pensjonat@winnica.torun.pl,stały,***,pensjonat,"87-100 Toruń, Winnica 8"
2935,NAD JEZIOREM,95-747-25-11,pensjonatnadjezioremmysliborz@gmail.com,stały,***,pensjonat,"74-300 Myślibórz, Marcinkowskiego 12"
2936,RESZYNIEC,075/ 717 27 01,puffa@wp.pl,stały,***,pensjonat,"58-580 Szklarska Poręba, Zielona 2"
2937,Lido,(62) 734 81 91,,stały,***,pensjonat,"63-421 Antonin, Wrocławska 6"
2938,L&B,757648170,,stały,***,pensjonat,"58-540 Karpacz, KARKONOSKA 54"
2939,"""HIPPIKA""",501-522-354,rezerwacja@pensjonat-hippika.pl,stały,***,pensjonat,"84-123 Połchowo, Polna 30"
2940,KARKONOSKI,757532308,pensjonat@karkonoski.com,stały,***,pensjonat,"58-540 Karpacz, KARKONOSKA 20 A"
2941,SPISKI DWOREK,602286844,kontakt@spiskidworek.pl,stały,***,pensjonat,"34-532 Jurgów, Jurgów 305"
2942,PERŁA SUDETÓW,075/ 761 86 23,,stały,***,pensjonat,"58-540 Karpacz, Żeromskiego 7/9"
2943,CROSNA - SPA,(18) 262-33-90,biuro@crosna.pl,stały,***,pensjonat,"34-450 Krościenko nad Dunajcem, ul. Św. Kingi 73 D"
